URL,Page Type,HTTP Status,Indexable,Canonical,Title,H1,Meta Description Present,Schema Types,Hreflang Count,Hreflang Issues,Sitemap,Breadcrumb,Content Depth (lines),Internal Links,Images,Image Alts,Language Decl,Audit Priority
/fr/eleveur-perroquets/,Breeder Page,200,Yes,https://www.paraisodeaves.com/fr/eleveur-perroquets/,Éleveur de Perroquets | Paraíso de Aves France,Éleveur de Perroquets,Yes,"WebPage, Organization, LocalBusiness, FAQPage, BreadcrumbList",4,None,Yes,Yes,~480,30,3,3,fr-FR,High
/fr/livraison/,Delivery,200,Yes,https://www.paraisodeaves.com/fr/livraison/,Livraison de Perroquets en France | Service Sécurisé,Livraison en France,Yes,"WebPage, Organization, LocalBusiness, FAQPage, BreadcrumbList",4,None,Yes,Yes,~450,28,3,3,fr-FR,High
/fr/garantie-sante/,Health Guarantee,200,Yes,https://www.paraisodeaves.com/fr/garantie-sante/,Garantie Santé Perroquet | Paraíso de Aves France,Garantie Santé,Yes,"WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,~400,25,2,2,fr-FR,Medium
/fr/prix-ara-hyacinthe/,Price Page,200,Yes,https://www.paraisodeaves.com/fr/prix-ara-hyacinthe/,Prix Ara Hyacinthe | Guide & Facteurs 2026 en France,Ara Hyacinthe : Prix et Facteurs,Yes,"Article, Organization, LocalBusiness, FAQPage, BreadcrumbList",4,None,Yes,Yes,~480,30,2,2,fr-FR,High
/fr/prix-cacatoes/,Price Page,200,Yes,https://www.paraisodeaves.com/fr/prix-cacatoes/,Prix Cacatoès | Facteurs Espèces & Achat en France 2026,Cacatoès : Prix et Facteurs,Yes,"Article, Organization, LocalBusiness, FAQPage, BreadcrumbList",4,None,Yes,Yes,~480,30,2,2,fr-FR,High
/fr/a-propos/,About,200,Yes,https://www.paraisodeaves.com/fr/a-propos/,À Propos | Paraíso de Aves France,À Propos de Paraíso de Aves,Yes,None,4,ES points to root / not /nosotros/,Yes,No,~300,20,3,3,fr-FR,Medium
/fr/contact/,Contact,200,Yes,https://www.paraisodeaves.com/fr/contact/,Contact | Paraíso de Aves France,Contactez-Nous,Yes,"WebPage, BreadcrumbList",4,None,Yes,Yes,~200,15,1,1,fr-FR,Medium
/fr/nos-installations/,Trust/About,200,Yes,https://www.paraisodeaves.com/fr/nos-installations/,Nos Installations | Élevage Paraíso de Aves,Nos Installations,Yes,"WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,~400,25,8,8,fr-FR,Medium
/fr/faq/,FAQ Hub,200,Yes,https://www.paraisodeaves.com/fr/faq/,FAQ Perroquets | Questions Fréquentes,FAQ Générale,Yes,"FAQPage, BreadcrumbList",4,None,Yes,Yes,~400,25,2,2,fr-FR,High
/fr/cages-pour-perroquets/,Accessories,200,Yes,https://www.paraisodeaves.com/fr/cages-pour-perroquets/,Cages pour Perroquets | Guide & Conseils,Cages pour Perroquets,Yes,"WebPage, FAQPage, BreadcrumbList",4,None,Yes (no trailing slash in sitemap),Yes,~350,22,3,3,fr-FR,Low
/fr/caisses-de-transport/,Accessories,200,Yes,https://www.paraisodeaves.com/fr/caisses-de-transport/,Caisses de Transport Perroquets | Guide,Caisses de Transport,Yes,"WebPage, FAQPage, BreadcrumbList",4,None,Yes (no trailing slash in sitemap),Yes,~350,22,3,3,fr-FR,Low
/fr/jouets-naturels-pour-perroquets/,Accessories,200,Yes,https://www.paraisodeaves.com/fr/jouets-naturels-pour-perroquets/,Jouets Naturels pour Perroquets | Paraíso de Aves,Jouets Naturels pour Perroquets,Yes,"WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,~380,25,4,4,fr-FR,Low
/fr/nourriture-pour-perroquets/,Accessories,200,Yes,https://www.paraisodeaves.com/fr/nourriture-pour-perroquets/,Nourriture pour Perroquets | Guide Complet,Nourriture pour Perroquets,Yes,"WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,~400,26,4,4,fr-FR,Low
/fr/ara-bleu-et-jaune/,Species (Standalone),200,Yes,https://www.paraisodeaves.com/fr/ara-bleu-et-jaune/,Ara Bleu et Jaune à Vendre en France | Éleveur CITES,Ara Bleu et Jaune,Yes,"Product, AggregateOffer, Brand, WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,620,40,5,5,fr-FR,Medium
/fr/ara-hyacinthe/,Species (Standalone),200,Yes,https://www.paraisodeaves.com/fr/ara-hyacinthe/,Ara Hyacinthe à Vendre en France | Éleveur CITES I,Ara Hyacinthe,Yes,"Product, AggregateOffer, Brand, WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,620,40,5,5,fr-FR,Medium
/fr/ara-macao/,Species (Standalone),200,Yes,https://www.paraisodeaves.com/fr/ara-macao/,Ara Macao à Vendre en France | CITES | Éleveur Enregistré,Ara Macao,Yes,"Product, AggregateOffer, Brand, WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,~580,38,5,5,fr-FR,Medium
/fr/ara-catalina/,Species (Standalone),200,Yes,https://www.paraisodeaves.com/fr/ara-catalina/,Ara Catalina à Vendre en France | Perroquet Arc-en-ciel CITES 2026,Ara Catalina,Yes,"Article, WebPage, FAQPage, BreadcrumbList",3,Missing pt-PT hreflang,Yes,Yes,~560,36,5,5,fr-FR,High
/fr/amazone-front-bleu/,Species (Standalone),200,Yes,https://www.paraisodeaves.com/fr/amazone-front-bleu/,Amazone à Front Bleu à Vendre en France | CITES,Amazone à Front Bleu,Yes,"Product, AggregateOffer, Brand, WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,~550,35,4,4,fr-FR,Medium
/fr/cacatoes-huppe-jaune/,Species (Standalone),200,Yes,https://www.paraisodeaves.com/fr/cacatoes-huppe-jaune/,Cacatoès à Huppe Jaune à Vendre en France,Cacatoès à Huppe Jaune,Yes,"Product, AggregateOffer, Brand, WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,~550,35,4,4,fr-FR,Medium
/fr/cacatoes-rosalbin/,Species (Standalone),200,Yes,https://www.paraisodeaves.com/fr/cacatoes-rosalbin/,Cacatoès Rosalbin à Vendre en France,Cacatoès Rosalbin,Yes,"Product, AggregateOffer, Brand, WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,~550,35,4,4,fr-FR,Medium
/fr/eclectus/,Species (Standalone),200,Yes,https://www.paraisodeaves.com/fr/eclectus/,Éclectus à Vendre en France | Éleveur CITES,Éclectus,Yes,"Product, AggregateOffer, Brand, WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,~560,36,4,4,fr-FR,Medium
/fr/perroquet-gris-du-gabon/,Species (Standalone),200,Yes,https://www.paraisodeaves.com/fr/perroquet-gris-du-gabon/,Perroquet Gris du Gabon à Vendre en France,Perroquet Gris du Gabon,Yes,"Product, AggregateOffer, Brand, WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,653,42,5,5,fr-FR,Medium
/fr/pionus/,Species (Standalone),200,Yes,https://www.paraisodeaves.com/fr/pionus/,Perroquet Pionus | Caractère Soins & Achat en France,Perroquet Pionus,Yes,"Article, Organization, LocalBusiness, FAQPage, BreadcrumbList",4,None,Yes,Yes,~480,30,3,3,fr-FR,Medium
/fr/toucans/,Species (Toucan),200,Yes,https://www.paraisodeaves.com/fr/toucans/,Toucans à Paraíso de Aves | Élevage Photos et Guide Complet,Rencontrez Shinda et Daphne,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",3,Missing pt-PT hreflang; H1 is not primary brand H1,Yes,No,~400,25,12,12,fr-FR,High
/fr/especies/,Species Hub,200,Yes,https://www.paraisodeaves.com/fr/especies/,Espèces de Perroquets | Fiches Complètes,Espèces de Perroquets,Yes,"WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,~380,30,5,5,fr-FR,High
/fr/especies/perroquet-gris-du-gabon/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/perroquet-gris-du-gabon/,Perroquet Gris du Gabon : Guide Complet Soins et Caractère,Perroquet Gris du Gabon,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,ES hreflang points to /loro-gris-africano not /especies/ equivalent,Yes,Yes,~540,42,2,2,fr-FR,High
/fr/especies/ara-bleu-et-jaune/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/ara-bleu-et-jaune/,Ara Bleu et Jaune : Guide Complet Soins et Caractère,Ara Bleu et Jaune,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,ES hreflang → /guacamayos (category); PT → /pt/arara-a-venda (generic),Yes,Yes,537,43,2,2,fr-FR,High
/fr/especies/ara-chloroptere/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/ara-chloroptere/,Ara Chloroptère : Guide Complet Soins et Caractère,Ara Chloroptère,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,ES hreflang → /guacamayos (no ES species page); PT → /pt/arara-a-venda,Yes,Yes,557,41,2,2,fr-FR,High
/fr/especies/ara-hyacinthe/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/ara-hyacinthe/,Ara Hyacinthe : Guide Complet Soins et Caractère,Ara Hyacinthe,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,ES → /guia-guacamayo-jacinto (blog post not species page),Yes,Yes,~520,40,2,2,fr-FR,Medium
/fr/especies/ara-macao/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/ara-macao/,Ara Macao : Guide Complet Soins et Caractère,Ara Macao,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,ES hreflang → /guacamayos (category not specific),Yes,Yes,~520,40,2,2,fr-FR,Medium
/fr/especies/amazone-front-bleu/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/amazone-front-bleu/,Amazone à Front Bleu : Guide Complet Soins et Caractère,Amazone à Front Bleu,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,ES → /loro-amazonico (generic); PT → /pt/amazona-a-venda,Yes,Yes,520,41,2,2,fr-FR,Medium
/fr/especies/amazone-aile-orange/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/amazone-aile-orange/,Amazone à Ailes Orangées : Guide Complet & Soins,Amazone à Ailes Orangées,Yes,"WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,420,35,2,2,fr-FR,Medium
/fr/especies/amazone-nuque-jaune/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/amazone-nuque-jaune/,Amazone à Nuque Jaune : Guide Complet & Soins,Amazone à Nuque Jaune,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,None,Yes,Yes,469,35,2,2,fr-FR,Medium
/fr/especies/cacatoes-blanc/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/cacatoes-blanc/,Cacatoès Blanc : Guide Complet Soins et Caractère,Cacatoès Blanc,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,None,Yes,Yes,~520,38,2,2,fr-FR,Medium
/fr/especies/cacatoes-goffin/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/cacatoes-goffin/,Cacatoès de Goffin : Guide Complet Soins et Caractère,Cacatoès de Goffin,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,None,Yes,Yes,~520,38,2,2,fr-FR,Medium
/fr/especies/cacatoes-huppe-jaune/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/cacatoes-huppe-jaune/,Cacatoès à Huppe Jaune : Guide Complet Soins et Caractère,Cacatoès à Huppe Jaune,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,None,Yes,Yes,~520,38,2,2,fr-FR,Medium
/fr/especies/cacatoes-rosalbin/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/cacatoes-rosalbin/,Cacatoès Rosalbin : Guide Complet Soins et Caractère,Cacatoès Rosalbin,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,None,Yes,Yes,~520,38,2,2,fr-FR,Medium
/fr/especies/caique/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/caique/,Caïque : Guide Complet et Soins,Caïque,Yes,"WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,~420,32,2,2,fr-FR,Medium
/fr/especies/caique-ventre-blanc/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/caique-ventre-blanc/,Caïque à Ventre Blanc : Guide Complet et Soins,Caïque à Ventre Blanc,Yes,"WebPage, FAQPage, BreadcrumbList",4,Possible cannibalisation with /fr/especies/caique/,Yes,Yes,~420,32,2,2,fr-FR,High
/fr/especies/conure-soleil/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/conure-soleil/,Conure Soleil : Guide Complet Soins et Caractère,Conure Soleil,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,None,Yes,Yes,~530,40,2,2,fr-FR,Medium
/fr/especies/conure-jenday/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/conure-jenday/,Conure Jenday : Guide Complet et Soins,Conure Jenday,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,None,Yes,Yes,~500,38,2,2,fr-FR,Medium
/fr/especies/conure-joues-vertes/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/conure-joues-vertes/,Conure à Joues Vertes : Guide Complet et Soins,Conure à Joues Vertes,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,None,Yes,Yes,~500,38,2,2,fr-FR,Medium
/fr/especies/eclectus/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/eclectus/,Éclectus : Guide Complet et Soins,Éclectus,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,None,Yes,Yes,~530,40,2,2,fr-FR,Medium
/fr/especies/grand-alexandre/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/grand-alexandre/,Grand Alexandre : Guide Complet et Soins,Grand Alexandre,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,None,Yes,Yes,~530,40,2,2,fr-FR,Medium
/fr/especies/loriquet-arc-en-ciel/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/loriquet-arc-en-ciel/,Loriquet Arc-en-ciel : Guide Complet et Soins,Loriquet Arc-en-ciel,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,None,Yes,Yes,~520,38,2,2,fr-FR,Medium
/fr/especies/perroquet-du-senegal/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/perroquet-du-senegal/,Perroquet du Sénégal : Guide Complet et Soins,Perroquet du Sénégal,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,None,Yes,Yes,~520,38,2,2,fr-FR,Medium
/fr/especies/perroquet-pionus/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/perroquet-pionus/,Perroquet Pionus : Guide Complet et Soins,Perroquet Pionus,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,None,Yes,Yes,~520,38,2,2,fr-FR,Medium
/fr/especies/perruche-a-collier/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/perruche-a-collier/,Perruche à Collier : Guide Complet,Perruche à Collier,Yes,"WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,~420,32,2,2,fr-FR,Medium
/fr/especies/perruche-alexandre/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/perruche-alexandre/,Perruche Alexandre : Guide Complet,Perruche Alexandre,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,None,Yes,Yes,~480,36,2,2,fr-FR,Medium
/fr/especies/perruche-moine/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/perruche-moine/,Perruche Moine (Quaker) : Guide Complet,Perruche Moine,Yes,"WebPage, FAQPage, BreadcrumbList",4,None,Yes,Yes,~420,32,2,2,fr-FR,Medium
/fr/especies/perruche-royale/,Species Guide,200,Yes,https://www.paraisodeaves.com/fr/especies/perruche-royale/,Perruche Royale d'Australie : Guide Complet Soins et Caractère,Perruche Royale,Yes,"Article, WebPage, FAQPage, BreadcrumbList, ImageObject",4,ES hreflang → /especies/ (index not specific page); PT → /pt/especies/ (index),Yes,Yes,~530,40,2,2,fr-FR,High
/fr/blog/,Blog Hub,200,Yes,https://www.paraisodeaves.com/fr/blog/,Blog Perroquets France | Articles et Guides,Blog Perroquets,Yes,"Blog, BreadcrumbList",4,None,Yes,Yes,~300,20,2,2,fr-FR,High
/fr/blog/alimentation-perroquets/,Blog Article,200,Yes,https://www.paraisodeaves.com/fr/blog/alimentation-perroquets/,Alimentation des Perroquets | Guide Complet,Alimentation des Perroquets,Yes,"BlogPosting, BreadcrumbList",4,None,Yes,Yes,~400,22,3,3,fr-FR,Medium
/fr/blog/ara-hyacinthe-guide/,Blog Article,200,Yes,https://www.paraisodeaves.com/fr/blog/ara-hyacinthe-guide/,Ara Hyacinthe | Guide Complet 2026,Ara Hyacinthe : Guide Complet,Yes,"BlogPosting, BreadcrumbList",4,None,Yes,Yes,~420,24,3,3,fr-FR,Medium
/fr/blog/choisir-eleveur-serieux/,Blog Article,200,Yes,https://www.paraisodeaves.com/fr/blog/choisir-eleveur-serieux/,Choisir un Éleveur Sérieux | Perroquets France,Choisir un Éleveur Sérieux,Yes,"BlogPosting, BreadcrumbList",4,None,Yes,Yes,~400,22,3,3,fr-FR,Medium
/fr/blog/combien-vit-perroquet/,Blog Article,200,Yes,https://www.paraisodeaves.com/fr/blog/combien-vit-perroquet/,Combien de Temps Vit un Perroquet?,Combien de Temps Vit un Perroquet,Yes,"BlogPosting, BreadcrumbList",4,None,Yes,Yes,~380,20,2,2,fr-FR,Low
/fr/blog/eclectus-guide/,Blog Article,200,Yes,https://www.paraisodeaves.com/fr/blog/eclectus-guide/,Éclectus | Guide Complet,Éclectus : Guide Complet,Yes,"BlogPosting, BreadcrumbList",4,None,Yes,Yes,~420,22,3,3,fr-FR,Medium
/fr/blog/guide-cites-france/,Blog Article,200,Yes,https://www.paraisodeaves.com/fr/blog/guide-cites-france/,Guide CITES France | Perroquets Légaux,Guide CITES France,Yes,"BlogPosting, BreadcrumbList",4,None,Yes,Yes,~400,22,3,3,fr-FR,High
/fr/blog/meilleurs-perroquets-debutants/,Blog Article,200,Yes,https://www.paraisodeaves.com/fr/blog/meilleurs-perroquets-debutants/,Meilleurs Perroquets pour Débutants,Meilleurs Perroquets pour Débutants,Yes,"BlogPosting, BreadcrumbList",4,None,Yes,Yes,~400,22,3,3,fr-FR,High
/fr/blog/perroquet-gris-du-gabon-guide/,Blog Article,200,Yes,https://www.paraisodeaves.com/fr/blog/perroquet-gris-du-gabon-guide/,Perroquet Gris du Gabon | Guide Complet,Gris du Gabon : Guide Complet,Yes,"BlogPosting, BreadcrumbList",4,None,Yes,Yes,~420,22,3,3,fr-FR,Medium
/fr/blog/preparer-maison-perroquet/,Blog Article,200,Yes,https://www.paraisodeaves.com/fr/blog/preparer-maison-perroquet/,Préparer sa Maison pour un Perroquet,Préparer sa Maison pour un Perroquet,Yes,"BlogPosting, BreadcrumbList",4,None,Yes,Yes,~380,20,2,2,fr-FR,Medium
/fr/blog/prix-perroquet-france/,Blog Article,200,Yes,https://www.paraisodeaves.com/fr/blog/prix-perroquet-france/,Prix des Perroquets en France 2026,Prix des Perroquets en France,Yes,"BlogPosting, BreadcrumbList",4,Possible cannibalisation with /fr/prix-cacatoes/ and /fr/connaissances/prix/,Yes,Yes,~400,22,2,2,fr-FR,High
/fr/blog/quel-perroquet-choisir/,Blog Article,200,Yes,https://www.paraisodeaves.com/fr/blog/quel-perroquet-choisir/,Quel Perroquet Choisir ? | Guide 2026,Quel Perroquet Choisir,Yes,"BlogPosting, BreadcrumbList",4,None,Yes,Yes,~420,22,3,3,fr-FR,High
/fr/connaissances/,Knowledge Hub,200,Yes,https://www.paraisodeaves.com/fr/connaissances/,Centre de Connaissances | Perroquets Exotiques en France,MISSING H1,Yes,"WebPage, FAQPage, BreadcrumbList",4,None,Yes,No,~350,25,3,3,fr-FR,Critical
/fr/connaissances/adoption/,Knowledge Page,200,Yes,https://www.paraisodeaves.com/fr/connaissances/adoption/,Guide d'Adoption Perroquet France | Trouver un Éleveur Fiable,Guide d'Adoption,Yes,"WebPage, Organization, FAQPage, BreadcrumbList",4,None,Yes,Yes,~420,28,3,3,fr-FR,High
/fr/connaissances/alimentation/,Knowledge Page,200,Yes,https://www.paraisodeaves.com/fr/connaissances/alimentation/,Alimentation des Perroquets | Guide Nutritionnel Complet,Alimentation,Yes,"WebPage, Organization, FAQPage, BreadcrumbList",4,None,Yes,Yes,~420,28,3,3,fr-FR,High
/fr/connaissances/cites/,Knowledge Page,200,Yes,https://www.paraisodeaves.com/fr/connaissances/cites/,CITES Perroquets France | Documents Légaux et Espèces Protégées,CITES & Légalité,Yes,"WebPage, Organization, FAQPage, BreadcrumbList",4,None,Yes,Yes,~420,28,3,3,fr-FR,High
/fr/connaissances/comportement/,Knowledge Page,200,Yes,https://www.paraisodeaves.com/fr/connaissances/comportement/,Comportement des Perroquets | Éducation et Sociabilisation,Comportement & Éducation,Yes,"WebPage, Organization, FAQPage, BreadcrumbList",4,None,Yes,Yes,~420,28,3,3,fr-FR,Medium
/fr/connaissances/especes/,Knowledge Page,200,Yes,https://www.paraisodeaves.com/fr/connaissances/especes/,Fiches Espèces de Perroquets | Centre de Connaissances,Fiches Espèces,Yes,"WebPage, Organization, FAQPage, BreadcrumbList",4,Possible cannibalisation with /fr/especies/,Yes,Yes,~380,26,3,3,fr-FR,High
/fr/connaissances/faq/,Knowledge FAQ,200,Yes,https://www.paraisodeaves.com/fr/connaissances/faq/,FAQ Perroquets Exotiques | Toutes les Réponses,FAQ Générale,Yes,"FAQPage, BreadcrumbList",4,Possible cannibalisation with /fr/faq/,Yes,Yes,~400,25,2,2,fr-FR,High
/fr/connaissances/livraison/,Knowledge Page,200,Yes,https://www.paraisodeaves.com/fr/connaissances/livraison/,Livraison de Perroquets en France | Service Sécurisé,Livraison en France,Yes,"WebPage, Organization, FAQPage, BreadcrumbList",4,Possible cannibalisation with /fr/livraison/,Yes,Yes,~420,28,3,3,fr-FR,High
/fr/connaissances/prix/,Price Guide,200,Yes,https://www.paraisodeaves.com/fr/connaissances/prix/,Prix des Perroquets en France 2026 | Guide Complet des Tarifs,Prix & Tarifs,Yes,"WebPage, Organization, FAQPage, BreadcrumbList",4,None,Yes,Yes,~420,28,3,3,fr-FR,High
/fr/connaissances/sante/,Knowledge Page,200,Yes,https://www.paraisodeaves.com/fr/connaissances/sante/,Santé des Perroquets | Maladies Longévité et Soins,Santé & Longévité,Yes,"WebPage, Organization, FAQPage, BreadcrumbList",4,None,Yes,Yes,~420,28,3,3,fr-FR,Medium
/fr/galerie/,Gallery Hub,200,Yes,https://www.paraisodeaves.com/fr/galerie/,Galerie Perroquets | Photos Élevage Paraíso de Aves,Galerie,Yes,"WebPage, BreadcrumbList",4,None,Yes,Yes,352,28,12,12,fr-FR,Low
/fr/galerie/aras/,Gallery Subpage,200,Yes,https://www.paraisodeaves.com/fr/galerie/aras/,Galerie Aras | Photos,Galerie Aras,Yes,"WebPage, BreadcrumbList",4,None,Yes,Yes,~250,18,8,8,fr-FR,Low
/fr/galerie/conures/,Gallery Subpage,200,Yes,https://www.paraisodeaves.com/fr/galerie/conures/,Galerie Conures | Photos,Galerie Conures,Yes,"WebPage, BreadcrumbList",4,None,Yes,Yes,~250,18,8,8,fr-FR,Low
/fr/galerie/installations/,Gallery Subpage,200,Yes,https://www.paraisodeaves.com/fr/galerie/installations/,Galerie Installations | Photos,Galerie Installations,Yes,"WebPage, BreadcrumbList",4,None,Yes,Yes,~250,18,8,8,fr-FR,Low
/fr/galerie/perroquets-disponibles/,Gallery Subpage,200,Yes,https://www.paraisodeaves.com/fr/galerie/perroquets-disponibles/,Galerie Perroquets Disponibles | Photos,Galerie Disponibles,Yes,"WebPage, BreadcrumbList",4,None,Yes,Yes,~250,18,6,6,fr-FR,Medium
/fr/galerie/alimentation/,Gallery Subpage,200,Yes,https://www.paraisodeaves.com/fr/galerie/alimentation/,Galerie Alimentation | Photos,Galerie Alimentation,Yes,"WebPage, BreadcrumbList",4,None,Yes,Yes,~250,18,6,6,fr-FR,Low
